number of items,linear search,binary search,recursive search,creation time,sort time
68000,21888,222,102879,1685100,4124000
69000,23820,352,110716,2033800,4337500
70000,22375,267,105948,2092700,4469600
71000,28069,257,135293,2267000,4550000
72000,25351,412,125071,1845100,4637400
73000,26466,256,125347,1827500,4674100
74000,27423,259,137185,1930100,4732900
75000,29328,265,117343,2169800,4713900
76000,23209,301,103758,1945900,4955200
77000,25079,215,90635,1897900,5110000
78000,24205,218,103870,2231700,4687000
79000,23711,212,94633,2044600,4679700
80000,27173,227,105104,1845100,5772800
81000,31149,251,137382,2017000,5606100
82000,28464,225,105301,2769300,5425300
83000,25917,228,109692,2529500,5465500
84000,27406,502,112422,2332900,6084700
85000,29437,211,118088,2107300,6000600
86000,24622,218,102002,2416800,5090700
87000,25954,214,117251,2064700,5223100
88000,25703,202,106060,2255300,5392500
89000,22403,206,108145,2049800,5150200
90000,31609,234,118989,2091900,5341800
91000,26207,224,104962,2289600,6021600
92000,24876,220,126726,2517900,5671400
93000,38933,625,125043,2253700,7383800
94000,27143,327,110171,2830200,6207800
95000,25826,211,135467,2192400,5542000
96000,38970,259,137029,2273700,6054400
97000,46138,268,162358,2655000,6317800
98000,56637,303,377059,2404000,6513500
99000,44038,466,407547,2428500,6026400
100000,34076,254,150169,2550300,6450700
101000,43113,410,184056,2564000,6703000
102000,38425,375,144611,2714600,6320100
103000,32406,235,136542,2773200,7702400
104000,28573,199,124727,2547200,6479400
105000,31027,184,140271,2809600,6169400
106000,31057,183,129359,2505400,6550700
107000,30060,262,127414,2666900,6163900
108000,32803,218,164489,2526300,6206800
109000,38828,204,151065,3351400,6750100
110000,32908,181,128296,3341800,6916500
111000,34725,190,144675,2638900,6845200
112000,28126,181,136373,2712700,6696700
113000,35013,173,140931,2606700,7261600
114000,39065,197,156997,3644800,6686400
115000,31686,255,141277,2792000,6890600
116000,33472,172,143437,2703900,7138000
117000,30453,174,154541,2770400,7373800
118000,31932,189,141546,2800100,6990200
119000,32159,181,150863,3165700,7178500
120000,41748,188,175630,3011200,7602700
121000,34487,184,150409,2826500,7782500
122000,39115,176,147817,2931000,7303900
123000,36714,175,165182,3185800,7241900
124000,36754,183,145753,3036800,7890300
125000,34856,312,150372,3169800,7940300
126000,38710,175,170150,2924900,7358400
127000,40317,179,155779,3238700,7608500
128000,34966,360,155723,3129600,7581200
129000,37349,179,166745,3340500,7878500
130000,38788,190,173979,3068100,8262300
131000,56780,227,203128,3184300,8586300
132000,38820,207,257429,3880800,9707200
133000,42616,180,162272,3189200,8392300
134000,44711,202,201907,3372600,8297700
135000,40104,189,165551,3140200,8580200
136000,41358,212,207583,3119800,8171400
137000,43410,491,177413,3260700,9119400
138000,44717,203,190257,3477100,9217400
139000,41036,190,176343,3455400,8356700
140000,46678,193,192237,3547100,8451700
141000,46235,194,175928,3237300,8400800
142000,59041,236,232021,3245700,8976600
143000,139925,478,507741,4180000,10711100
144000,91630,357,297467,3611400,9992200
145000,108678,239,351541,3654300,25377700
146000,50896,217,204799,4379400,11319800
147000,42631,197,178210,3948700,9719600
148000,62544,229,223382,3584100,8592600
149000,45492,187,193094,3501100,9497600
150000,55531,204,204695,3450800,9338300
151000,42488,194,193163,3967100,9826600
152000,51785,190,211965,3595600,8866000
153000,41411,296,189574,3630900,9746800
154000,63119,261,233756,3545400,9777800
155000,51305,208,198351,3869800,10022100
156000,55522,234,242672,3768700,10001200
157000,60891,306,221712,3784100,9884300
158000,52774,216,223667,3638600,10014100
159000,47323,205,200987,4172500,10484700
160000,53295,212,225346,3649400,10083400
161000,59062,212,215576,3996500,10890300
162000,61110,329,233512,3993000,10882000
163000,49091,192,204310,3941800,10763400
164000,57944,224,242921,3855900,10036800
165000,44919,292,218707,4017000,10953500
166000,64657,210,233141,4186000,11041400
167000,52317,194,216648,5169700,11179600
168000,55295,211,232327,3990300,10625600
169000,52915,222,211475,4289800,10141500
170000,50543,229,217807,5849700,11285400
171000,54416,197,215276,4514300,11207600
172000,54799,203,224498,5956600,10981400
173000,55980,211,228082,4103300,11398500
174000,66032,206,250110,6139100,11049800
175000,71762,238,256256,4066400,12467700
176000,54910,441,238583,6418200,13047000
177000,66692,391,238512,4339100,11269500
178000,68193,342,246540,6038900,11583300
179000,65703,233,243139,5205700,12289000
180000,53692,372,231650,6269700,11551500
181000,58128,205,223380,4227800,11408200
182000,55276,197,231426,6737300,11387400
183000,59283,211,231760,4256600,11801400
184000,65529,204,235008,6079600,11846200
185000,58564,327,231733,4335600,12484200
186000,80294,243,270071,6594800,12316200
187000,63117,228,230542,4502300,13485800
188000,65633,226,258854,6352300,12213600
189000,56647,208,231777,4526000,12263900
190000,84566,561,285491,6321200,12119100
191000,100868,337,313902,4813400,15147400
192000,74430,244,283672,7345800,13711700
193000,77686,290,304299,5592100,14442100
194000,93690,281,319471,6532100,13089900
195000,99816,323,344653,5447100,16654200
196000,80064,370,294592,7166800,13704100
197000,91183,262,300031,5588400,13233700
198000,85913,465,312411,7062000,13989700
199000,72362,266,304523,6509500,13318800
200000,90784,253,329758,6883000,13570800
201000,112528,288,351879,5145500,14219700
202000,139569,588,384197,7240600,15542000
203000,152203,844,392336,5664600,15681400
204000,132406,514,404642,6244200,14016100
205000,123318,325,356443,5318200,16793700
206000,91294,301,328844,6695600,15041100
207000,102037,291,341829,6121700,13993600
208000,82017,291,324261,7362200,15109000
209000,84382,301,339613,5787500,14929000
210000,88967,272,350476,7313000,14489600
211000,109214,390,371122,5770700,15150600
212000,132070,483,407997,6920100,17789100
213000,107007,392,382079,5492400,15289300
214000,126592,423,375390,6776300,17946400
215000,111080,410,384544,5314800,14935400
216000,71645,236,289717,6834400,14930100
217000,69558,226,284115,5392500,14197400
218000,68915,218,288090,7338900,14802000
219000,79774,539,309735,5239300,15457300
220000,64888,213,297174,7635300,14685900
221000,68029,235,295098,7480500,14051000
222000,64053,445,285705,7444900,14820400
223000,70694,211,292768,5224000,14200700
224000,65825,213,293035,7580200,14380500
225000,70408,283,295258,5143500,14223800
226000,77233,218,290886,7219700,14817700
227000,77981,231,300759,5436900,14446700
228000,89459,241,312669,7588500,15297600
229000,77045,217,310425,5554700,14841000
230000,73855,220,304657,7386600,15403600
231000,86160,214,298836,5872500,15081000
232000,79934,227,302593,7723400,15521500
233000,78773,322,304184,5512300,14749900
234000,77278,238,314456,7434000,15771800
235000,134509,357,401223,5570600,15269900
236000,205500,400,679050,50924800,20242000
237000,84585,278,297999,7194600,16115200
238000,80708,218,309317,7854300,15451100
239000,73543,323,314663,5844400,15905800
240000,77798,225,309299,7563600,15746900
241000,78736,214,319309,5773600,15572900
242000,88406,250,341545,8174700,16514000
243000,96484,279,366249,6281800,16072700
244000,83360,261,348323,8176600,16691700
245000,76865,221,310166,6167000,16053600
246000,87965,224,322054,8120900,16082000
247000,87894,229,316082,5957100,16220600
248000,85018,233,322442,8488400,16238500
249000,81970,283,324681,5973900,16557900
250000,107584,244,350267,7728800,16660900
251000,97123,330,336189,6240100,16807700
252000,90799,314,334392,8104500,17113900
253000,81020,221,330913,5801600,16972200
254000,87071,234,345965,7793500,16469200
255000,89037,350,331119,5903900,16134800
256000,115704,5022,484801,7950300,21269600
257000,101049,266,364000,6305100,17307800
258000,94745,258,354161,8412200,17462900
259000,100937,257,356946,6200700,17846200
260000,88141,358,343291,8268100,17440300
261000,99961,220,339474,6153300,16918800
262000,90912,230,365245,9931000,17308600
263000,94955,256,365095,7089000,20384000
264000,136683,339,464380,7692300,17692700
265000,92766,242,365293,6503600,18399600
266000,171027,579,498715,8253500,18801600
267000,109574,369,440240,7230000,19464800
268000,135551,396,437054,8717300,21136900
269000,188587,529,542320,6981300,20775800
270000,116065,310,427017,8234200,19940800
271000,101425,363,373939,6488900,18079800
272000,111965,250,394813,8368300,18462600
273000,98740,262,397832,6317400,18184500
274000,139492,363,486028,6665900,18614600
275000,153254,332,513239,7175400,19770100
276000,158001,427,483428,7160700,20192100
277000,123572,318,444941,6922400,20268800
278000,113501,456,409068,6821900,19275100
279000,113906,262,401490,6954200,19132300
280000,101225,269,394805,6460100,18539800
281000,108833,280,418727,6736900,18220900
282000,144812,549,502136,7150600,18500700
283000,149335,340,531298,6939000,20288900
284000,151090,347,504095,7296500,20526300
285000,104487,269,422637,7313500,20513700
286000,117098,262,390998,6736500,19162400
287000,113546,348,423543,6818500,18473300
288000,119081,261,415563,7053200,19365400
289000,121151,261,411330,6604800,19016600
290000,119810,267,414385,6793100,18934200
291000,101435,286,425988,6989500,18975800
292000,105580,260,431533,7164700,18897600
293000,113073,265,400583,6960400,19541400
294000,120338,257,471789,6880700,18993400
295000,119908,270,412518,7248800,20734300
296000,118522,254,439004,6946800,19358000
297000,105408,265,413134,7178300,20579800
298000,117332,309,445329,7362900,20326300
299000,106883,340,421760,7279100,19332600
300000,254936,407,922876,8536500,25087600
301000,130047,271,420823,30971900,40624500
302000,125892,260,435145,7431500,20561800
303000,124943,273,434149,7167300,20047000
304000,114244,281,437713,7011300,20595400
305000,132908,272,433353,7141400,19973800
306000,115420,292,451017,8832800,20947700
307000,124822,254,448750,7597900,20002600
308000,130809,429,424203,7567400,21269500
309000,128444,302,469044,7404600,20103500
310000,122704,280,429648,9322600,21351500
311000,154518,277,477924,7286600,20674200
312000,142225,372,475179,7489000,21599000
313000,114610,435,465043,8080100,22126300
314000,114926,345,432521,7454400,20764200
315000,119175,269,472815,7645000,21054500
316000,121594,281,422628,7796800,21820800
317000,125204,298,482926,7612900,22643900
318000,156477,316,576387,7500700,26141800
319000,124515,248,458609,7717400,20945200
320000,125096,254,449463,7681300,21352200
321000,137672,297,492693,7529000,20796500
322000,138055,359,479125,7813600,21115900
323000,132609,293,459895,9703100,23063600
324000,183047,439,578307,8521300,26346600
325000,179108,475,542707,8072200,24740300
326000,261426,592,659954,8845300,26350400
327000,125034,346,504634,8297400,26042400
328000,146393,317,486519,7605100,21774300
329000,138798,268,469453,8253600,22470700
330000,175349,368,613672,8080200,22265700
331000,174961,420,610340,8517300,23833100
332000,189599,573,612055,8833900,25120500
333000,148240,271,462293,7966200,22993600
334000,144304,292,480735,8120600,22166700
335000,136724,334,463734,7900600,22121800
336000,144815,310,513344,8017500,22227600
337000,201928,687,605771,8498100,24582100
338000,174438,396,607049,8230300,25606400
339000,128730,303,484567,8155800,23457200
340000,138142,274,486393,10243400,22614500
341000,134160,274,486458,7857800,22789400
342000,167258,342,509488,9244300,22865300
343000,159112,295,522393,8306200,22692900
344000,135529,277,467758,9011200,25222800
345000,137386,409,502083,8412100,22311800
346000,131805,283,478062,8153900,23586600
347000,152936,319,517288,8293100,22486800
348000,124405,266,484285,9183900,24158300
349000,154641,290,496165,8051300,23360200
350000,139714,262,477947,8150800,23670800
351000,156294,476,555939,8427300,23488100
352000,382570,491,879097,9655500,60916600
353000,148746,394,509834,8881400,24507300
354000,125292,314,497977,8428600,23742500
355000,147699,302,508892,8577400,23621900
356000,154465,362,507408,8251700,23808800
357000,173427,582,518506,12302900,24893900
358000,171349,405,518724,8854800,24048100
359000,159033,281,500909,8907600,24133300
360000,167292,313,513351,8654800,23606100
361000,150881,635,538416,8733400,24315600
362000,151358,312,529350,8882100,23950300
363000,146966,296,511946,10212600,25517300
364000,154242,452,518512,8831700,25032400
365000,139500,303,509045,8575600,26236100
366000,165129,412,557100,8491200,24157800
367000,137485,350,520582,8943300,25766000
368000,166475,406,564617,9080700,25097000
369000,144183,307,514079,8885200,25167800
370000,199647,355,630703,9150600,25023600
371000,197153,384,619325,8589100,25593400
372000,239863,649,672907,9036700,26283300
373000,172954,523,623691,10060200,31173000
374000,274600,644,730495,10759700,28070100
375000,152454,436,591115,10297900,28960700
376000,139920,295,528062,8894800,25061900
377000,166197,333,585633,11807000,25635100
378000,258973,432,695438,9770700,27558600
379000,201261,863,633418,9896600,28950400
380000,167975,290,528030,9051000,25974100
381000,164785,448,573742,9086400,25410200
382000,152200,436,535008,8945400,26463700
383000,189114,404,640389,9357900,25747500
384000,311829,699,793692,10468400,30117200
385000,259348,588,760723,11209300,32128500
386000,182648,452,540743,10377400,26952300
387000,156096,427,614343,9656300,26131500
388000,172974,369,571559,9663800,27778100
389000,179454,359,593137,9490500,26387900
390000,169490,307,565176,9579300,27507000
391000,152531,379,560429,11720300,26771000
392000,174761,331,599781,9582100,27021200
393000,220380,349,608832,9421200,27166800
394000,285902,533,827765,10538500,29990200
395000,565999,989,1206139,11325900,34197600
396000,318360,682,984176,13299800,34712500
397000,381808,769,914714,11979800,37225400
398000,248581,500,695788,10842000,34949700
399000,174195,423,631031,10202000,28113900
400000,184465,471,591796,10454000,27919000
401000,153132,380,566400,9907300,27708500
402000,216514,368,660614,10378500,27794400
403000,150187,335,582260,9859000,27293900
404000,168634,328,598335,9816000,27630600
405000,173402,311,587888,9950500,27750200
406000,169244,347,633424,9465200,27183100
407000,166562,402,586854,10870200,27974600
408000,166125,326,572961,12073200,28457500
409000,151339,314,596763,9481500,27891700
410000,165347,469,603085,10452000,27879400
411000,211083,379,658926,10169000,29073400
412000,303990,627,865580,10642200,30378700
413000,247034,572,721670,12698100,32653200
414000,271900,560,818698,11354700,32348400
415000,177242,354,617689,11318100,29905300
416000,147503,323,597961,10365600,28320800
417000,362696,713,1227510,10580000,32524900
418000,235240,653,766387,11107900,31698900
419000,182371,500,650953,10581100,30364600
420000,239550,767,775379,11270900,32556800
421000,219008,738,731901,11473300,28816600
422000,248838,608,782528,11000900,31174500
423000,218959,409,701269,10964700,31568300
424000,391605,733,807392,13091500,34632800
425000,330497,491,788640,13840100,33868800
426000,252161,567,870806,10556200,32736200
427000,302565,530,754592,11978900,32622300
428000,326934,726,809986,12173600,33346600
429000,168632,399,623828,10662400,31570000
430000,180490,512,625052,10678000,28078100
431000,209033,413,693796,10773700,29558200
432000,416508,740,885653,17222200,59795600
433000,161552,333,633188,10495100,29853500
434000,173532,405,632253,10069700,29134900
435000,187884,384,615912,10509800,28838500
436000,201296,343,676527,10830300,31176900
437000,183545,415,612315,10321600,29064100
438000,196589,337,647129,10657900,29557000
439000,189146,329,620362,10109800,29770300
440000,183788,332,644378,10306900,29487700
441000,189677,383,618671,10706000,30085100
442000,166320,410,624775,12120900,30651600
443000,198863,518,658526,11752100,33030500
444000,205156,349,630754,10450700,29904500
445000,182771,325,640269,10765700,30071400
446000,178987,317,631640,10918900,29524600
447000,230009,539,739057,10277100,30601500
448000,228914,410,718603,10855400,30988700
449000,273077,708,805507,11297100,35878100
450000,287889,606,849513,12290800,34482100
451000,231295,653,735186,11670500,34791300
452000,186840,333,661418,11543500,32618500
453000,250654,594,833394,10394700,32153800
454000,276769,463,783809,11451500,33462500
455000,185969,336,667809,11050600,32164700
456000,208256,353,651441,10788900,30600600
457000,179453,450,662587,10932600,31177700
458000,298868,493,856572,10765400,33287800
459000,241405,540,747598,13536200,34193400
460000,176233,337,681004,11352700,31555600
461000,171043,349,658156,11462000,31322400
462000,191831,339,674246,10887900,31748800
463000,168848,313,660259,11033800,31287300
464000,212279,333,696318,11242800,31712300
465000,247064,593,708698,10611300,30463500
466000,211317,362,707829,10850500,31133600
467000,220631,605,669775,11455300,32699400
468000,221901,372,717123,11384700,31260300
469000,385222,553,1021871,14083000,68965400
470000,182440,324,689507,11099100,31858100
471000,202218,416,665927,11664400,32400000
472000,186368,341,689387,10814800,31073300
473000,214165,489,697493,11429100,33431600
474000,192701,340,691076,11279200,31376700
475000,199102,325,659487,10935600,31295700
476000,220219,408,646653,12649400,32543200
477000,211676,339,687011,10847200,31612700
478000,169368,395,676587,10733300,31112100
479000,209800,341,684582,11063700,31329900
480000,236423,340,662746,11752800,33026700
481000,185897,601,714526,11535700,32371700
482000,212712,340,690278,11815500,32955900
483000,183742,337,721162,11350800,32465400
484000,187238,368,690767,11257100,32526900
485000,276309,711,905108,11438700,33109900
486000,302040,544,839744,14952800,38303000
487000,243853,452,836625,12281200,39040600
488000,212851,333,730435,11735600,32902300
489000,278730,730,927651,11743600,35249100
490000,234838,369,739351,12554000,37278100
491000,193848,384,722313,11576400,34952700
492000,201802,532,702191,12069300,33801600
493000,210505,494,772785,13184300,33587300
494000,296180,715,917669,12326800,36861500
495000,233413,435,703942,12395700,36688100
496000,218125,387,730164,11747900,34641500
497000,200418,426,712161,11754900,33763200
498000,211211,352,719374,11855300,33437400
499000,203026,344,712039,11827000,33374800
500000,193817,498,739282,11799400,33881100
501000,228652,557,733680,11996500,34542300
502000,218178,438,745055,12367600,34094800
503000,221498,350,731695,11849800,33525200
504000,344589,637,1144979,14779700,82043000
505000,186456,408,722626,11883900,34705800
506000,217704,359,748781,11905000,34464000
507000,279717,508,803498,12354700,35661400
508000,233501,366,743142,12785900,35894600
509000,207840,418,732543,12040400,35264600
510000,213873,579,749192,14325500,36122500
511000,193242,328,758329,12591200,34875900
512000,210404,351,737214,12399400,35095000
513000,276877,655,880693,12218700,38497000
514000,310435,407,897117,12778700,37440000
515000,231366,450,791785,12849500,37628100
516000,218212,357,731497,12178000,34726100
517000,290065,745,827266,12070700,35580400
518000,326462,551,920717,14185600,40069900
519000,301000,560,978686,13586400,41274400
520000,240895,389,793154,13219600,40273800
521000,224939,373,794383,12442800,36518900
522000,321611,538,978820,13956200,40289200
523000,243032,378,772922,13522700,38134500
524000,227820,603,747104,12720600,36925600
525000,225591,472,797730,12621400,35567400
526000,350363,864,1049581,14259400,39343900
527000,302981,598,967307,14095900,40990600
528000,253485,452,806738,12925100,37515500
529000,273332,521,811458,12398100,35925500
530000,217201,372,803639,12847500,37299100
531000,227063,526,806099,12694600,36722800
532000,226007,378,812319,12634900,36248700
533000,229097,372,813726,13288000,37509800
534000,224492,487,814583,13150300,37918300
535000,557675,616,1419903,13213300,41191400
536000,238425,377,816274,12968400,35881600
537000,246021,370,891176,13051900,35982100
538000,260427,466,862921,12787700,36473600
539000,319908,766,944959,13256700,36945200
540000,297762,457,904645,14413200,42432700
541000,240658,411,832159,14842300,39544100
542000,233789,398,792661,13207200,37432000
543000,224233,404,816593,12840300,37740600
544000,270327,444,855356,12922400,37341000
545000,258338,589,857471,13008700,37671400
546000,237534,409,843071,12764300,37879100
547000,256104,421,845515,15024900,42176600
548000,336548,593,962708,12765800,37629400
549000,330963,625,1032862,14428400,41696600
550000,294479,524,927016,14376300,45358100
551000,269304,595,875316,13187700,37696900
552000,346823,570,1051941,13870000,40021200
553000,258625,449,829491,14037600,41580700
554000,239960,416,822448,13385700,37240100
555000,289361,459,889769,15333600,39628800
556000,369774,905,1086939,14283100,42774400
557000,300750,427,869786,14258600,40691000
558000,262245,583,845830,14037400,40735100
559000,267175,653,886280,13686000,38332600
560000,256530,421,844519,13103400,39292500
561000,248226,449,826812,13071400,38364200
562000,243955,470,846813,13479800,44839700
563000,281313,405,855266,13304600,43060900
564000,624366,741,1556342,13663600,40150900
565000,254691,415,862146,17591900,42665200
566000,245224,387,861949,13922300,40887600
567000,251458,473,900531,13826400,38437500
568000,290524,474,859280,13373700,38671500
569000,256037,480,867126,13509200,39873700
570000,248708,430,834916,13685500,40134400
571000,243212,458,877209,13754000,37953400
572000,275558,681,864053,13640500,40967300
573000,284597,421,853314,13763000,40149700
574000,251056,403,859151,13676200,38543600
575000,262145,402,875059,13422700,40118700
576000,294485,534,958076,15376900,40209800
577000,329853,663,1078783,14001000,48013800
578000,395215,777,1174461,15743400,43903800
579000,308236,404,900758,14430000,43940700
580000,340428,641,1093956,14784200,44818700
581000,287102,447,860566,14822200,45929500
582000,255211,413,864057,13410300,42584600
583000,254760,581,833591,13364700,38686800
584000,375042,555,1108862,14928900,42887700
585000,272420,435,878205,14598400,41362800
586000,245358,461,870773,13907100,40561600
587000,258675,602,877710,13395700,39684200
588000,244900,419,881022,13578400,40848500
589000,269419,426,872192,13361900,40040800
590000,290582,498,852166,14108800,39777900
591000,289594,415,902585,14164100,40289500
592000,594096,815,1445613,14253200,39640300
593000,275934,429,874565,33588600,43945700
594000,279475,418,883759,14087400,41049400
595000,380089,692,1107427,14555000,43242800
596000,376742,822,1033537,15446700,43336400
597000,307771,481,928838,14340300,42077500
598000,300802,446,898792,13945900,39721900
599000,273891,445,895634,14073200,41596900
600000,252966,460,913461,13523500,40681100
601000,257973,404,893749,14603500,40085500
602000,305406,450,918143,13900900,43198100
603000,262592,459,913472,14044600,42328800
604000,397738,1066,1107510,14636700,44719300
605000,373330,539,1174115,14942000,49421300
606000,294870,481,885133,15898200,47956100
607000,394630,519,1141341,13903300,40641000
608000,313366,503,969746,15077500,45528300
609000,318090,483,976119,14251000,40540600
610000,252912,413,926681,13952000,41050400
611000,416414,776,1169258,15106900,48888000
612000,303335,464,916527,15011600,43280400
613000,301388,488,956349,17616000,45356900
614000,312575,529,948640,14910300,41719900
615000,270654,422,942143,14635800,42833000
616000,287595,471,918401,13777400,41391400
617000,282362,434,909462,14317500,40531500
618000,323871,483,1226885,13911600,40799200
619000,300015,666,1152083,23278400,54306900
620000,293932,478,923878,15585300,43425500
621000,276462,496,931294,14132000,41719400
622000,254012,418,911963,14406400,44854300
623000,281008,567,946934,14625300,42140000
624000,276216,527,932019,14328800,42235500
625000,288308,425,913089,14620700,43662700
626000,327631,442,917262,16950700,43225400
627000,272716,431,943393,14237700,42024800
628000,282813,429,958360,14872100,43731300
629000,316450,658,1002594,15142900,43444500
630000,328165,473,1060871,15524200,44250300
631000,369852,559,1138976,16125400,56378500
632000,351662,522,1096103,17070900,51776900
633000,324848,679,1100152,15634700,44610500
634000,348680,508,1099035,16108300,49160800
635000,277504,449,963445,15174500,44226400
636000,299874,639,953001,16311300,46107500
637000,461061,638,1292555,14925300,47166400
638000,321247,525,958455,16658700,46688800
639000,337100,526,1072591,18281300,63719400
640000,324156,475,1100717,15820600,46549900
641000,315064,460,956903,15653900,45182500
642000,284830,426,976123,15619600,45209200
643000,289248,510,970123,15664000,44885700
644000,541827,771,1711793,14974400,45073200
645000,334028,462,978136,16729100,46584100
646000,274613,475,1008200,15936600,45452000
647000,278222,461,1031083,15536200,45990600
648000,310953,450,958238,15736600,45329000
649000,267970,488,993249,15140000,44260000
650000,293550,457,986498,15025400,45773900
651000,298613,474,969515,15352700,46895700
652000,295992,451,992151,17522500,46016400
653000,330322,625,993596,15420100,45029500
654000,307669,592,1007434,15432100,45360700
655000,334169,511,1072921,15487400,47028300
656000,381796,588,1208096,18372300,52184200
657000,344997,476,1022606,18582700,53677900
658000,397164,574,1176198,15529600,48857400
659000,315736,553,1104659,16642000,51364000
660000,287221,454,984705,15800800,47727900
661000,297562,520,1088791,15518100,45870100
662000,421763,657,1168335,16615100,50843500
663000,365978,504,1153773,15929100,45649000
664000,323616,487,1030016,15578300,46579400
665000,289678,446,1028793,15712900,46809600
666000,281345,449,974022,16219300,46569900
667000,303842,481,1021072,15421100,45704600
668000,301815,592,1032370,15731800,47191100
669000,433250,669,1348285,19392000,71475700
670000,311572,497,1042829,16059300,48122100
671000,316534,469,1038230,15874600,46913800
672000,303431,455,1014123,16716000,48783200
673000,308251,480,1004120,16001300,48165600
674000,326659,507,1083345,15894500,46710400
675000,325697,463,1039498,16196400,46758000
676000,320178,452,1017292,16147400,46572200
677000,278271,454,1016918,16833200,48065600
678000,297431,540,1036987,16322100,46865400
679000,273095,488,1053122,16389000,46923000
680000,439722,716,1328195,15883100,53573100
681000,442562,591,1267934,17069500,53493900
682000,359293,527,1167043,17018800,47587600
683000,356533,523,1161273,17427800,55326000
684000,333014,499,1035018,16086800,49511500
685000,376020,559,1133338,16048100,48044100
686000,364921,701,1197529,17490600,53931400
687000,278512,469,1074947,16279000,47604200
688000,265621,421,1050627,16462500,47877700
689000,315479,531,1072827,16232700,52622500
690000,290635,437,1095487,16443000,48203500
691000,327280,495,1047985,17430000,51161000
692000,454670,511,1429954,18439300,47918200
693000,318840,490,1086000,18821100,82554900
694000,317661,545,1072527,16464900,48528000
695000,287626,643,1089686,16579800,48515900
696000,335835,502,1083529,16081600,50402000
697000,328313,618,1103497,18257400,53602400
698000,329946,493,1109167,16552800,49818400
699000,301248,465,1050438,16785400,49363900
700000,338035,514,1105404,16551600,48257800
701000,338923,478,1131677,16488200,49145100
702000,344725,571,1177976,17050400,59877500
703000,418743,585,1363278,19054100,50323400
704000,408213,644,1414052,19047200,54821900
705000,390967,573,1279567,17265700,50131100
706000,344954,463,1100364,17921200,53915600
707000,341051,548,1086751,17251100,50096500
708000,358581,515,1221895,16892200,49923400
709000,408662,522,1187607,18409100,56091800
710000,326473,515,1095745,16691700,49933900
711000,307108,506,1096314,16800800,49903400
712000,368190,468,1150817,16517100,49765300
713000,345622,523,1108116,17397300,50531800
714000,329023,668,1085257,19672200,50381600
715000,528381,573,1941685,17896300,51076600
716000,356136,518,1197524,17462100,50488900
717000,342650,503,1094036,16856000,50585800
718000,345931,476,1127297,17877600,52539900
719000,310253,648,1115093,16698000,51530700
720000,350223,472,1117327,17372200,52144400
721000,320657,496,1093837,16963700,50802800
722000,324032,587,1143426,16877500,51480900
723000,320231,425,1123537,16969000,50255600
724000,319270,657,1105718,17377800,51084300
725000,476045,581,1291330,19137300,50527700
726000,444695,619,1447773,19607100,61164800
727000,359997,587,1192748,18808500,56975900
728000,361730,499,1291728,18378100,59799200
729000,319855,465,1116501,17501200,50164000
730000,373891,530,1250882,16567500,50864000
