number of items,linear search,binary search,recursive search,creation time,sort time
248000,68639,185,162,5801300,14727500
249000,64278,178,161,5554200,14951200
250000,64891,186,163,5576800,14788200
251000,65820,184,159,5795800,14883400
252000,64538,181,158,5620100,14924500
253000,62791,193,162,5644800,15235000
254000,59555,184,218,5666800,15665400
255000,86026,229,200,5845800,16100900
256000,66454,193,165,6496100,15894600
257000,62103,194,179,6878000,16152600
258000,71454,194,166,6042900,15850100
259000,72353,186,160,5763200,16204300
260000,62809,191,159,5783000,15782200
261000,74581,187,176,5900900,15725900
262000,74468,188,172,5814200,15939900
263000,66141,178,160,5831800,15745600
264000,67799,185,168,6045400,16061800
265000,71349,263,180,5995000,16388000
266000,67278,243,167,9059200,16126600
267000,68276,241,163,6037200,16228900
268000,67902,180,158,5916600,15918200
269000,70823,184,170,5936500,16357300
270000,72387,185,162,5997100,16865600
271000,66580,187,162,6007700,16775200
272000,70936,176,145,6018500,16556400
273000,60429,233,158,6144700,16944300
274000,62895,183,172,7622500,18101600
275000,67732,184,159,6928400,17472800
276000,78874,185,157,6095500,16959200
277000,62874,175,159,6216600,16880300
278000,70062,189,158,6134600,16582900
279000,73804,178,160,6148200,17551300
280000,76271,190,166,6173900,17103600
281000,73704,178,163,6181300,17162100
282000,74994,185,170,6311100,17285700
283000,66745,183,160,6229700,17374900
284000,67459,184,169,6649600,17312200
285000,83993,189,164,8418200,17838200
286000,65834,186,162,6293700,18883500
287000,80742,175,156,6313600,17277400
288000,97439,472,326,6334100,17748900
289000,72043,186,165,7066300,18736400
290000,87115,197,174,7487600,19646100
291000,77272,190,348,6687900,19051000
292000,92619,242,165,6634600,18631300
293000,72777,193,178,8291400,21460900
294000,84744,211,173,6822300,18652200
295000,74502,186,164,6844700,18436200
296000,78520,188,165,6507500,17925200
297000,69855,189,164,6540600,18255200
298000,78368,193,159,6786900,19282900
299000,78175,180,170,6627200,18361900
300000,73630,190,173,6730300,18376700
301000,75744,184,168,6759000,18389600
302000,79406,186,177,6802900,18405200
303000,76278,189,166,6736200,18553800
304000,96464,200,169,8929700,19723700
305000,77977,195,162,6774100,19786500
306000,73347,186,165,7586900,19568100
307000,79509,194,178,7770100,20040000
308000,76374,246,167,7066400,18976500
309000,81005,179,166,6998500,19284800
310000,72254,193,156,7268300,19253000
311000,85433,190,163,6844300,19236400
312000,79153,185,172,6946600,19050300
313000,82606,252,176,7423700,18842400
314000,76673,197,169,7384900,20680100
315000,71079,187,166,6930900,19099800
316000,79091,246,161,7324200,19624200
317000,83310,189,157,7063600,19138200
318000,77562,192,165,7452800,20178300
319000,85071,254,178,7267800,21646700
320000,78037,185,166,7652500,20305600
321000,102056,194,159,7078500,19708900
322000,96764,200,376,7145500,22141200
323000,102013,248,174,9606600,21449900
324000,90550,202,173,7141100,20764200
325000,90668,194,169,7379300,19955300
326000,81703,192,221,7311900,19756900
327000,84924,194,164,7207700,19823100
328000,86541,251,175,7227600,20436500
329000,84179,188,176,7416500,20758600
330000,82334,191,172,7258300,20136700
331000,88833,191,170,7274000,20454800
332000,139388,261,202,9102100,21330200
333000,92796,202,182,7896500,22591600
334000,86499,194,172,7481300,20326900
335000,82262,186,167,7548500,20625600
336000,93151,198,172,7407000,21129000
337000,88680,188,165,7414100,20898900
338000,84345,192,166,7536800,20926300
339000,86845,198,172,7564600,21048700
340000,86961,187,159,7486100,20981000
341000,93278,203,555,7652400,22104700
342000,86760,190,168,9812800,21584300
343000,78920,189,160,7711700,21408800
344000,95273,225,172,7576500,21220100
345000,98065,208,178,7739000,22693400
346000,86088,190,176,8590800,22374100
347000,87153,191,165,7636200,21389500
348000,87547,189,175,7939100,21272400
349000,85725,196,173,7669300,21554300
350000,95450,196,169,7995200,23175800
351000,88407,204,180,7723200,21732200
352000,102971,194,169,7852600,21555800
353000,89991,189,175,7769200,22308900
354000,99340,252,169,7913700,21751000
355000,84742,192,167,7870200,21962600
356000,90434,190,160,7988700,22298500
357000,94696,203,172,7873800,22825300
358000,107162,188,179,7891200,24110100
359000,101464,204,180,8752500,23334700
360000,90437,188,167,10311700,22688000
361000,91197,191,171,8115400,22256500
362000,89687,187,175,7982000,22652500
363000,101936,202,173,8122200,24102800
364000,96519,257,177,8388400,22591600
365000,102705,263,165,8035600,22992500
366000,95635,196,166,8044500,23209800
367000,89946,195,169,8365100,24103500
368000,95678,191,168,8107100,23775500
369000,113768,232,182,8120200,24681500
370000,157948,290,215,9842800,27998300
371000,199167,351,256,10229800,27560000
372000,123282,263,200,18890200,35310400
373000,161241,300,231,10236800,59138400
374000,155899,283,207,9833900,29115600
375000,122269,283,186,9587100,29102100
376000,117847,201,175,8721300,25176300
377000,101058,210,183,8348000,24362500
378000,106972,196,173,10950600,24215300
379000,98179,193,173,8345200,26218200
380000,91417,195,170,9901700,24557300
381000,93552,198,179,8576900,23677100
382000,98105,201,177,8410600,24191800
383000,102656,189,169,8626000,23639900
384000,99375,198,164,8528100,23638600
385000,99034,198,172,8494100,24748400
386000,86760,201,159,8815700,24956000
387000,100606,202,171,9312300,24346600
388000,99398,205,171,9008600,24021000
389000,85739,198,170,8577600,24562500
390000,94907,257,177,9324000,24312000
391000,111613,210,167,10442000,27128500
392000,97809,190,234,8822100,24693400
393000,103152,199,170,8823700,24533900
394000,95539,199,168,9482300,24888200
395000,140772,216,178,8740800,25530800
396000,121809,205,177,10997700,25372400
397000,110871,261,174,8922100,26143200
398000,109518,197,173,9174800,25625400
399000,110035,207,167,8779400,25515100
400000,96914,196,167,8832000,25218700
401000,99899,186,165,8856800,25049900
402000,101405,203,179,10398600,27021500
403000,102902,198,160,8946500,26304300
404000,89762,191,164,9059400,25428700
405000,98997,257,165,9000900,25487100
406000,347010,237,193,9037400,25358400
407000,108844,260,175,11043700,26557700
408000,117689,218,192,8975600,27329700
409000,112265,194,173,9142200,25442900
410000,108537,200,167,11200400,27507200
411000,123293,219,189,9325600,28221400
412000,109220,213,184,9142700,30193400
413000,110248,199,161,10120300,25977900
414000,105393,193,181,9338800,25854600
415000,129156,209,179,9605900,27354600
416000,114129,201,172,9318100,26363300
417000,98174,192,165,9353200,26099900
418000,108774,194,172,9432200,26149600
419000,125446,201,166,9285600,26690700
420000,112992,199,175,9908600,26508700
421000,110128,208,170,9485000,26527300
422000,139825,223,189,9581800,26750500
423000,127635,212,175,9876900,27389900
424000,137365,212,186,13383000,27819500
425000,105064,194,162,9506800,26496100
426000,107864,199,182,9564000,26705200
427000,96017,195,163,9535200,26562500
428000,105838,199,171,9570200,26944800
429000,124469,235,179,9562100,28140800
430000,121943,216,183,9450600,28531200
431000,119215,267,182,9683000,27384500
432000,147685,223,368,10355000,28037800
433000,115502,194,166,10547300,28373700
434000,126678,206,170,9724900,26986500
435000,115059,203,172,9791000,27906100
436000,113623,188,166,9589100,27031200
437000,106239,202,170,9994300,27411800
438000,128017,201,175,11880700,27679700
439000,130906,200,171,9871700,28594800
440000,140522,210,170,9836700,28213500
441000,115165,203,173,10126300,28303000
442000,149795,268,201,9720300,30188300
443000,118481,201,179,10710900,28926200
444000,112367,202,177,10512400,27901900
445000,107061,250,165,10048900,28423900
446000,112743,198,166,9914000,28215100
447000,111724,204,171,9957900,28597200
448000,110585,198,169,9872300,28338900
449000,97670,192,176,9970900,28366300
450000,114314,201,170,10012800,28281400
451000,145732,231,189,10274300,30287800
452000,133183,202,172,13229400,32943600
453000,105762,200,175,10981700,29203100
454000,118607,209,173,10021600,28808800
455000,134838,201,178,10357000,29173500
456000,126441,261,169,10145800,28487600
457000,111202,188,169,10275800,28671200
458000,125099,266,174,10372600,28354000
459000,113083,194,172,10121100,29174800
460000,131298,210,183,10381600,29197700
461000,142621,218,177,10266300,29817700
462000,130707,264,177,10833600,30726100
463000,120513,196,166,10320000,29523000
464000,115254,253,171,10366800,29762300
465000,128783,194,176,10244700,29335300
466000,113856,201,181,12402500,29513900
467000,123361,201,170,10389900,30060700
468000,115396,199,370,10292900,29196700
469000,119469,201,176,10367700,29989800
470000,118008,235,180,10780600,30575600
471000,224196,380,213,11408000,39326800
472000,467361,392,229,12322300,41608700
473000,338195,347,242,12003700,43832000
474000,226958,365,248,12223500,34482200
475000,129605,215,186,12351500,33901200
476000,117741,198,171,10498700,30976400
477000,126861,206,175,10587200,29545700
478000,135022,215,172,10642200,31283300
479000,132402,212,172,10978700,30445100
480000,140657,203,173,12582900,32686100
481000,131290,208,179,10983700,30876300
482000,118755,200,178,10745500,31078200
483000,122929,200,177,10866600,30809000
484000,119500,268,183,10844300,30238300
485000,139972,272,176,10704200,31144800
486000,143719,228,175,10785900,30581800
487000,142891,228,179,10894500,32366100
488000,145826,268,179,12003100,32863600
489000,128155,205,172,11466300,31373400
490000,126886,202,179,10896100,31026700
491000,118600,194,305,10907500,30761700
492000,132761,204,177,11543400,31062600
493000,127147,196,176,13018000,31609100
494000,133752,264,174,11208700,30944400
495000,114190,197,178,11143500,31809500
496000,121130,215,183,11009300,33838200
497000,132214,206,180,11694400,31661800
498000,121791,196,174,11800000,33392800
499000,121875,262,187,14357800,31254600
500000,131460,199,168,11097000,31863500
501000,118410,194,178,11034200,31581600
502000,123642,261,177,11194700,31987100
503000,120487,264,171,11200900,32297100
504000,121172,205,177,11082300,33535300
505000,150902,211,176,11910700,34667400
506000,136302,264,180,13622900,33037100
507000,135444,205,179,11385200,33847700
508000,134525,191,180,11794300,32555300
509000,143757,265,181,11382400,31714200
510000,138718,200,182,11446600,32271200
511000,125861,208,182,11251200,32133500
512000,132509,208,175,11425000,33304000
513000,174822,247,194,11394500,32269700
514000,180697,315,201,12917800,36300600
515000,152986,233,189,12122900,35964000
516000,175252,253,198,12130600,37505600
517000,147542,238,186,12157300,35624000
518000,167442,243,185,12236400,34319400
519000,116762,217,185,13883500,33797300
520000,120499,261,168,11566600,33701800
521000,177668,248,388,11721800,34394700
522000,144232,205,176,12263400,36183100
523000,131514,198,177,11691800,33928500
524000,155012,221,197,11687800,35414900
525000,129601,191,185,12200400,34091400
526000,127901,209,181,11715200,34057200
527000,134255,198,175,11764800,33598400
528000,135770,197,186,11757600,34384600
529000,129161,216,186,11761200,33158700
530000,145119,282,182,11912800,37203300
531000,135883,196,177,13832500,34493800
532000,122635,261,174,11829600,33429800
533000,149411,211,190,11745800,35262500
534000,148502,206,172,12078000,33740400
535000,146399,212,183,11908000,33968600
536000,154000,209,175,11922700,33997200
537000,151409,232,200,12639700,36536000
538000,160450,231,173,13381400,37407300
539000,149087,205,180,12459700,34719400
540000,140237,207,186,12225500,34359500
541000,151739,206,179,12037200,34528800
542000,145813,213,179,14338000,37139500
543000,135691,210,176,12247300,34946700
544000,134594,213,170,12210600,35139500
545000,138245,212,169,12261900,35094100
546000,162238,211,173,12320900,38124400
547000,156947,205,169,12380100,35017900
548000,148628,211,234,12417800,35460900
549000,140482,198,171,12319800,34756400
550000,143959,215,185,12256500,37645400
551000,143984,201,170,12370000,35340100
552000,141046,274,180,12646700,34732100
553000,194146,263,195,14207400,36691400
554000,263107,369,314,14815700,45086900
555000,498247,322,233,44083500,50460900
556000,259763,380,223,21190500,44520100
557000,176730,213,191,14151900,45883100
558000,140273,207,183,12710400,35681000
559000,182069,242,181,12769300,39462500
560000,140537,203,178,12849300,36116300
561000,169259,287,190,12343400,35575000
562000,164595,188,173,12456500,36185100
563000,169796,274,174,12649200,39213000
564000,150379,213,177,14358200,37022700
565000,136224,210,174,13904200,36862800
566000,149524,217,182,12662300,40986700
567000,170127,237,191,13767400,42649600
568000,186374,253,190,13071300,41246200
569000,147503,206,182,15607000,38844700
570000,169071,218,177,12813800,36357100
571000,132985,205,172,12835100,37266100
572000,160964,282,179,12776700,38718400
573000,138432,198,171,12956200,36951400
574000,167541,221,185,12865700,40542100
575000,174333,216,177,14777500,38588900
576000,142832,263,184,12822100,36674600
577000,151600,209,176,12810500,37839700
578000,140217,219,176,12865200,37305600
579000,142266,210,177,13022800,37096100
580000,156319,411,183,12890200,39279600
581000,140622,218,181,13098400,37956700
582000,151423,225,183,15009000,40699400
583000,161393,214,181,12882000,41408900
584000,146539,205,179,13121800,37483200
585000,172100,249,187,14159000,37963000
586000,167812,209,184,14640400,38115900
587000,149812,270,180,13567500,38120300
588000,128997,209,176,14335300,38662400
589000,161097,234,188,13066500,40699100
590000,158358,206,181,13286900,37943300
591000,156990,219,181,13162200,39229500
592000,145658,212,178,13143300,38110200
593000,147676,212,183,13193100,41527900
594000,152851,222,198,13747500,39324700
595000,225450,341,204,14144500,40682700
596000,225742,421,212,14247300,41792100
597000,198221,282,207,15631600,41911500
598000,155381,214,180,14098900,40675400
599000,152936,279,320,13227900,38523000
600000,165530,225,174,13610000,39816900
601000,173521,295,180,13366300,38116600
602000,181256,236,169,13382100,39505900
603000,165959,245,176,13405500,44970000
604000,149068,220,166,13294800,39104600
605000,162945,221,166,13405900,39330800
606000,146241,212,167,13346000,39356800
607000,161264,221,170,13343200,38946800
608000,162358,239,173,15221900,39632500
609000,218935,278,194,13293000,40190200
610000,157112,237,173,13440600,41917900
611000,161495,232,168,13982600,40374900
612000,157826,224,163,13461600,39987800
613000,167552,237,189,13527600,41937300
614000,181710,234,171,13644400,38890900
615000,162081,222,159,13577000,40439200
616000,162854,234,176,13704500,39120000
617000,173665,241,175,13696100,43596100
618000,169909,240,170,14710300,41803700
619000,153433,227,165,15538900,40319800
620000,146783,222,161,13603200,40913500
621000,177370,222,163,13706900,40199900
622000,166483,307,171,14394800,40399800
623000,205971,271,201,13754900,40061400
624000,260125,531,289,14013700,49652100
625000,382287,449,346,18446000,91184000
626000,281915,607,209,29431000,51556800
627000,164737,252,179,16478300,46936100
628000,167004,233,172,13827400,40881800
629000,164159,228,173,13819200,43320800
630000,190554,242,167,16649300,43142400
631000,149355,224,164,14669300,41446100
632000,174258,224,178,13928000,41347000
633000,171930,232,173,13893600,40562600
634000,165560,245,176,14133400,41018300
635000,159867,320,227,13993200,41540900
636000,166526,239,167,14168700,44507900
637000,181240,232,170,14115100,41991500
638000,172030,237,180,14624100,43038500
639000,204162,248,305,14081300,42416300
640000,166374,238,172,14410600,41868200
641000,170880,276,173,16873600,42253100
642000,180514,226,163,14314100,41932100
643000,157009,225,174,16473100,43472900
644000,169854,228,163,14441400,41649900
645000,180113,228,168,17698500,43195700
646000,166062,232,157,14476000,42138000
647000,180484,313,164,14396100,42216900
648000,175341,235,169,14284500,41641200
649000,185994,260,185,14461300,44489900
650000,168841,286,170,15067200,42144200
651000,172037,234,166,14336800,43038100
652000,200484,264,163,16334700,44513800
653000,176482,320,183,14379700,42330800
654000,170559,246,172,14564700,43115300
655000,189398,235,165,14439900,43889700
656000,193838,244,177,14480600,46168000
657000,175832,240,168,15342400,43980600
658000,205058,234,166,14515800,42839300
659000,172560,222,163,15445900,43779100
660000,181234,246,176,14661800,44632800
661000,165583,232,175,14583400,42868100
662000,241250,286,190,16423800,43872400
663000,193118,377,161,16349700,44921000
664000,187999,236,179,14957500,42773300
665000,213320,338,186,15318400,43466200
666000,167502,230,188,15818900,42954100
667000,207749,261,166,14737400,44035900
668000,215897,324,169,14732200,44305300
669000,180013,229,172,16246100,45231700
670000,178479,252,172,15089000,44618100
671000,171215,242,167,16490300,44070700
672000,183485,236,161,14824600,45980500
673000,178231,245,173,15115600,43981400
674000,178309,356,174,14892400,45155100
675000,168300,377,173,15828600,47769700
676000,183931,231,179,15179400,43869900
677000,183893,242,177,15146100,44627100
678000,179108,246,170,15748700,44739800
679000,189396,243,243,15353200,46191400
680000,175845,233,174,16945000,46026300
681000,184195,249,308,15122200,46116200
682000,185976,247,182,15079000,43658600
683000,181612,244,186,15057900,45554500
684000,197713,235,177,15123600,43616100
685000,209073,248,171,15030000,44308000
686000,153420,297,174,16244200,46103000
687000,320745,389,463,15265500,45260800
688000,508044,322,399,19368500,65760200
689000,292827,363,236,20790400,75717100
690000,247088,300,195,20131600,54141300
691000,204881,253,173,17362200,47685800
692000,178284,248,188,15275600,48460300
693000,177469,243,168,15700400,45934600
694000,219071,247,161,15473200,46467500
695000,177710,239,170,15338200,45004000
696000,180949,256,175,15314700,46943500
697000,186721,244,175,15397300,47469100
698000,217688,268,194,17496900,49729800
699000,201191,246,186,15761400,46302100
700000,174070,253,176,15379500,45341700
701000,184141,237,177,15961700,45976900
702000,169140,242,175,15902700,46188700
703000,221328,259,183,15545800,46284500
704000,267117,304,203,16350000,46594200
705000,188954,303,182,16887000,47172500
706000,175632,248,178,15817700,50712400
707000,193088,237,172,17665800,47010800
708000,171226,233,155,15797500,47695100
709000,207512,242,176,15609200,46498000
710000,222775,268,188,15668000,52724400
711000,184196,241,166,16858700,47906900
712000,166148,229,170,15702000,45941600
713000,178011,248,171,15883800,46399100
714000,204437,254,173,16423400,47269800
715000,194813,248,171,15740500,46303900
716000,234016,256,211,18684100,50070300
717000,219993,249,175,16355700,47400600
718000,184586,253,183,15832200,47824900
719000,209921,242,181,15773200,47421900
720000,213052,251,170,15842900,48539400
721000,193076,247,171,15910900,47926400
722000,210247,251,177,15838400,52029700
723000,201255,248,181,16988800,48173700
724000,206935,249,175,15885300,48430700
725000,193772,242,176,20210900,47469500
726000,208270,260,177,16303500,47988500
727000,183455,259,187,16395700,48756800
728000,214918,263,179,16047800,52603000
729000,163917,238,167,16917400,47930700
730000,207232,244,170,16630000,48880400
731000,188680,251,179,16140700,48796700
732000,208836,236,172,16204400,48629000
733000,195442,250,180,16202600,47988700
734000,201112,252,184,19425900,49972200
735000,185387,233,173,16934900,48538000
736000,211437,250,179,16229900,48532100
737000,219344,270,195,16247900,49238400
738000,203203,311,173,16249300,49635700
739000,233698,254,171,16739700,48091200
740000,194273,313,180,17468100,50827400
741000,219291,330,177,16338100,50376600
742000,225765,254,186,16292800,48741700
743000,191987,255,175,18479900,49051000
744000,191199,246,173,16461700,49365700
745000,311215,385,262,16336200,56458700
746000,444294,458,406,20068900,92370900
747000,408072,509,277,38361100,58851600
748000,187093,238,164,18567000,49905200
749000,227925,284,176,16543500,48807000
750000,221813,259,179,18016200,50939000
751000,227046,264,181,16623800,54667600
752000,209526,323,178,18709700,49753700
753000,204227,254,187,16623500,49720000
754000,205296,261,183,16716600,50742800
755000,232268,265,189,16566900,53946300
756000,215044,271,186,16735200,50756800
757000,208383,260,162,16933700,51102900
758000,204093,258,175,17875500,52299400
759000,212156,259,181,16888700,49198000
760000,226986,316,186,17114400,49981500
761000,218646,248,181,20753400,53346700
762000,213478,261,180,17244800,50671300
763000,198697,281,189,16806800,52787900
764000,210008,248,193,16955600,50622500
765000,213261,265,175,16829600,50541400
766000,225596,264,183,17161500,54132200
767000,208040,307,175,17297500,50328400
768000,210819,241,176,16963400,50166900
769000,242279,255,185,17121500,52350800
770000,204465,246,174,19345300,51772300
771000,212673,247,182,17135300,50971400
772000,249582,285,184,19158600,53871200
773000,210652,270,190,17035400,51380700
774000,221833,261,179,17054300,50574800
775000,189880,260,175,18147400,53166800
776000,220983,257,190,17184600,51774300
